,query,carb
3462,I am serving my baby a single ounce of strained beef baby food.,0.688905
3463,One unsalted roasted peanut still in its shell is being consumed.,0.3052
3464,"Enjoying a cup of boiled green peas, drained and unsalted.",25.008
3465,"For dinner, I am enjoying a cooked portion of pan-fried lamb brain.",0.0
3466,A large piece of toasted rice bread is being enjoyed.,12.5775
3467,A piece of broiled lamb shoulder trimmed to a quarter-inch of fat.,0.0
3468,A cup of pasta topped with cream sauce and mixed vegetables from a family recipe.,42.9
3469,"For dinner, I'm enjoying a cup of NFS enchilada.",24.837
3470,A can of reduced sodium chicken noodle soup served in a cup.,9.408
3471,Enjoying a single fluid ounce of red Merlot wine.,0.73794
3472,A large slice of bruschetta is being enjoyed as an appetizer.,12.5788
3473,Consuming 3 ounces of cooked chum salmon that was dry-heat prepared.,0.0
3474,Enjoying a jelly-filled doughnut that weighs one ounce.,11.0565
3475,"I am consuming an 8 fluid ounce bottle of Gatorade G2, a low-calorie beverage from PEPSICO QUAKER.",4.5978
3476,"For dinner, I’m having a single cooked pork chop, pan-fried and boneless, from the top loin.",0.0
3477,A single rice cracker is my snack.,2.4792
3478,"For dinner, I will be enjoying a patty of ground beef measuring one cubic inch.",0.0
3479,A small cup of vanilla-flavored gelato is being enjoyed.,35.664
3480,A cup filled with chocolate candies is my sweet indulgence.,95.04
3481,"I possess a 4-ounce raw porterhouse steak, trimmed to 1/8 inch of fat from the short loin.",0.0
3482,Preparing a roast using bottom sirloin tri-tip that has been trimmed to remove all fat.,0.0
3483,A jar containing baby food prepared with pears and pineapple.,19.38
3484,Enjoying a grilled t-bone steak with 1/8 inch of fat trimmed off.,0.0
3485,Using 0.5 pounds of frozen raw egg yolks that have been sweetened and pasteurized.,24.8565
3486,"Having a snack of air-popped popcorn, weighing 1 ounce.",22.05063
3487,Enjoying a large 32 fluid ounce beverage of low-calorie cola sweetened with aspartame and free of caffeine.,1.1364
3488,A small pancake served with fruit from a fast food establishment.,2.982
3489,"For a snack, I am enjoying two corn cakes that are very low in sodium.",15.012
3490,"Dinner consists of 3 ounces of cooked, roasted bone-in center rib pork loin.",0.0
3491,Using half a teaspoon of cream of tartar as a leavening ingredient.,0.9225
3492,"For lunch, I'm enjoying a cup of canned ham.",0.6615
3493,I've got one ounce of raw seeds from breadfruit.,8.28954
3494,A cup of strained creamed corn baby food is being enjoyed.,33.84
3495,A large bag of reduced fat butter crackers served as a single portion snack.,60.792
3496,"A large beef patty that includes ground beef, egg, and onion.",1.1865
3497,"For dinner, I will be eating 1 ounce of halibut.",1.558
3498,"For lunch, I am having a can of vegetarian refried beans.",59.94
3499,Enjoying a crispbread wafer that is made from rye.,8.22
3500,"For dinner, I'm enjoying a round steak.",0.0
3501,A slice of MORI-NU soft silken tofu is being consumed.,2.436
3502,"For dinner, I'm enjoying a cup of Pad Thai with chicken.",28.72
3503,Consuming 1 fluid ounce of chocolate milk prepared with syrup and fat-free milk.,4.0982
3504,"For dinner, I am enjoying a cup of NFS beef.",0.0
3505,"A slice of American cheese combined with Swiss, cut to the size of a cracker.",0.4743
3506,Consuming 1 fluid ounce of coffee liqueur with a 53 proof.,16.2864
3507,"For dinner, I am enjoying a serving of braised lamb pancreas.",0.0
3508,A serving of 1 fluid ounce of Claret red table wine.,0.8849400000000001
3509,"For dessert, I'm enjoying a large 10-inch pecan pie.",992.6
3510,Consuming a single ounce of cooked soybeans.,5.5944
3511,"A cup of boiled mustard spinach, drained and seasoned with salt.",5.04
3512,Enjoying a slice of NFS pepperoni.,0.0236
3513,Consuming a 1 fluid ounce bottle of non-carbonated EVIAN water.,0.0
3514,"Enjoying a regular burrito filled with chicken, beans, rice, and cheese.",57.288
3515,"A cup of raw mature pigeon pea seeds, commonly referred to as red gram.",128.699
3516,"A cup of sweet pitted and drained canned cherries, immersed in heavy syrup.",37.7153
3517,Using a packet of beef broth powder to prepare soup.,1.044
3518,A small bag containing a single serving of gluten-free hard pretzels.,21.0168
3519,Consuming 1 ounce of reduced fat grated Parmesan cheese.,0.388395
3520,I am enjoying a 1-ounce serving of GERBER GRADUATES Lil Biscuits in vanilla flavor.,20.54808
3521,A pound of raw chuck arm pot roast with 1/8 inch of fat trimmed.,0.0
3522,A cup of chocolate soymilk enriched with calcium and vitamins A and D.,24.1785
3523,Enjoying 4 pieces of TWIZZLERS Strawberry Twists as a snack.,35.622
3524,"As a side, I'm enjoying a cup of raw cress.",2.75
3525,"For dinner, I will be enjoying a cup of moose meat.",0.0
3526,A small fillet of grilled haddock is being served for dinner.,0.0
3527,Consuming 1 ounce of trimmed Australian lamb leg shank with a fat thickness of 1/8 inch.,0.0
3528,"For breakfast, I am enjoying 1 ounce of homemade granola cereal.",15.27498
3529,"A braised rib of beef, cooked and trimmed to remove all fat.",0.0
3530,A small piece of dark chocolate with nuts is my snack.,5.218
3531,A teaspoon of dried coriander leaf is being used as a seasoning.,0.3126
3532,"Half of a pheasant, featuring both the meat and skin.",0.0
3533,A serving of 3.5 ounces of unprepared box mix macaroni and cheese with cheese sauce.,11.665
3534,"For dinner, I will be enjoying 3 ounces of grilled eye of round steak.",0.0
3535,A crunchy KASHI GOLEAN granola bar with a variety of flavors is my snack.,28.0026
3536,"For dinner, I'm enjoying a piece of lean sirloin steak.",0.0
3537,"A cup filled with slices of boiled kohlrabi, lightly salted.",11.0385
3538,Consuming half an ounce of whole-wheat crackers that are low in salt.,9.7412
3539,"A portion of braised lamb shoulder weighing 3 ounces, with the fat trimmed to 1/8 inch.",0.0
3540,"For lunch, I am enjoying a large sandwich filled with salami on white bread.",45.15
3541,"A serving of 3 ounces of roasted shoulder lamb, with a quarter inch of fat trimmed off.",0.0
3542,A large smoothie made with various fruits.,100.7424
3543,"A medium slice of toasted white bread, sourced from either my own kitchen or a local bakery.",22.092
3544,"A single chicken leg consisting of both the drumstick and thigh, without the skin.",0.0
3545,Enjoying a cubic inch of boneless smoked whitefish as part of my lunch.,0.0
3546,"Preparing 4 ounces of raw New Zealand beef tenderloin, featuring both lean and fatty sections.",0.0
3547,A square piece of chicken cornbread measuring approximately 2.5 inches on each side and 1.5 inches in height.,6.2846
3548,A cup filled with milk chocolate covered raisins.,123.12
3549,"A cup of raw pitanga, or surinam cherry, enjoyed as a snack.",12.9577
3550,Consuming an ounce of white bread that features soft bread crumbs.,14.01057
3551,A large breadstick from NFS is my current snack.,23.5267
3552,"For dinner, I am enjoying 3 ounces of cooked and stewed chicken drumstick.",0.0
3553,A cup filled with shredded whole milk mozzarella cheese.,2.688
3554,"For dinner, I'm enjoying a slice of pan-broiled bone-in ham that has been heated.",6.021
3555,"For dinner, I have a cup of enriched pasta that has been cooked and seasoned with salt.",46.1909
3556,I possess a single container of light cream.,0.473
3557,Enjoying a cup of grilled bass as part of my meal.,0.0
3558,"Enjoying a small chocolate wafer cookie, similar to the Famous Brand Chocolate Wafers.",3.635
3559,A slice of American cheese sourced from the restaurant.,1.016
3560,A cup filled with canned blueberries.,56.65
3561,Utilizing one cup of fully hydrogenated cottonseed oil.,0.0
3562,"Consuming a single boiled new potato, peeled, with some added fat.",12.27
3563,"A large vanilla shake from McDonald's, measuring 22 fluid ounces.",89.7222
3564,A surface inch of lasagna featuring chicken or turkey along with spinach.,2.84832
3565,A cup of chocolate milk prepared using a dry mix and low-fat milk.,25.8416
3566,"Enjoying an 8 fluid ounce fruit juice beverage containing more than 3% fruit juice, enriched with vitamin C and thiamin.",31.1892
3567,"A meat burrito filled with beans, served in a cup without cheese.",29.988
3568,A cup of raw chopped broccoli is my snack.,5.7057
3569,A small fillet of fried tilapia is my dinner choice.,10.548
3570,A pork sausage link that has been fully cooked and heated in the microwave.,0.2976
3571,A chicken drumstick cooked in a flavorful Mexican-style tomato sauce.,1.6549
3572,A large whole grain pancake purchased from a fast food establishment.,28.584
3573,"Enjoying 3 ounces of cooked Pacific cod, dry heat prepared.",0.0
3574,A package of standard coconut cream pudding mix.,72.0192
3575,"Consuming 3 ounces of heated, roasted bone-in shank ham, which is cured and retains its natural juices.",0.2805
3576,Enjoying a cup of beef served with a cream sauce.,7.04
3577,"For dinner, I'm enjoying a cooked and braised chuck arm pot roast, trimmed to contain no fat.",0.0
3578,Enjoying a cup of fully hydrogenated menhaden fish oil.,0.0
3579,Enjoying a chocolate snack cake as a special treat.,27.1395
3580,"Enjoying a fruit-flavored diet beverage, rich in vitamin C, with a volume of 1 fluid ounce.",2.088
3581,"For a snack, I'm enjoying 6 pieces of Chicken McNuggets from McDonald's.",14.3355
3582,"A cup filled with raw red delicious apples, sliced and with the skin intact.",15.3254
3583,Enjoying a slice of coconut cake as my dessert.,109.04
3584,A tablespoon of Baby Toddler pudding is being consumed.,2.637
3585,A tablespoon filled with jelly is being consumed.,13.99
3586,A teaspoon of dried dill weed is being utilized as a seasoning.,0.5582
3587,Enjoying a cup of catsup.,65.76
3588,"For breakfast, I am eating a small slice of high fiber, reduced calorie wheat bread.",12.5748
3589,Enjoying 1 ounce of sugar cookies prepared from refrigerated dough.,17.35587
3590,"For breakfast, I'm enjoying a single English wheat bran muffin.",25.984
3591,"I am enjoying 3 ounces of top round steak that has been cooked and broiled, with a trim of 1/8 inch fat.",0.0
3592,Enjoying a piece of Almond M&M's chocolate candies.,2.057
3593,A bottle of light coffee measuring 9.5 fluid ounces.,16.8435
3594,"For dessert, I am enjoying a 4-ounce jar of vanilla custard pudding baby food.",18.08
3595,"On my plate, there is a small fried shrimp.",0.6205
3596,"I am enjoying a plain, unsugared long doughnut.",24.4712
3597,"I prepared a cream puff shell that is approximately the size of an éclair, measuring 5 inches long, 2 inches wide, and 1.75 inches tall.",10.944
3598,Utilizing a tablespoon of oil for the cooking process.,0.0252
3599,Savoring a small piece of candy that is flavored like fruit.,14.1585
3600,Utilizing a teaspoon of TABASCO pepper sauce that is ready for serving.,0.0376
3601,"A whole pound of boneless cured pork ham, featuring natural juices and a mix of lean and fatty sections.",4.62672
3602,Consuming half a cup of raw Abiyuch.,20.064
3603,A cup of cooked cactus enhanced with additional fat.,5.0065
3604,A large chocolate-coated doughnut without any filling is my snack.,34.3911
3605,"A medium baked potato, skin removed, garnished with a selection of vegetables.",56.9835
3606,"I'm enjoying a single rice croquette, approximately 1.5 inches in diameter and 2 inches tall.",12.3938
3607,A small single-serving bag of unsalted potato chips is my snack.,16.7048
3608,Utilizing one tablespoon of stabilized dried egg white powder with reduced glucose.,0.3129
3609,"For lunch, I'm enjoying a half cup of condensed cream of chicken soup.",9.0216
3610,"Consuming half a can of canned pears in heavy syrup, which includes both the fruit and syrup.",14.5692
3611,"For dinner, I am enjoying a piece of chicken that has been stewed.",0.0
3612,"For dinner, I will enjoy 3 ounces of braised lamb shoulder from New Zealand.",0.0
3613,"A cup of high oleic safflower oil, often utilized for salad dressings or cooking.",0.0
3614,"For dinner, a grilled porterhouse steak that's been cooked and trimmed to an eighth of an inch of fat.",0.0
3615,A cup filled with Camembert cheese.,1.1316
3616,"For dinner, I am having a piece of cooked caribou hind quarter.",0.0
3617,"For breakfast, I am using 1 ounce of whole-wheat pancake dry mix.",20.1285
3618,A cup of salted oil-roasted Spanish peanuts is what I'm enjoying.,25.6515
3619,"For breakfast, I am enjoying one ounce of cooked Canadian bacon.",0.5103
3620,"For dinner, I will be eating a cooked fennel bulb.",18.1376
3621,I am offering my baby a tablespoon of prunes designed for toddlers.,3.528
3622,A cup of either baked or broiled catfish is being served for dinner.,0.0135
3623,"For dinner, I am enjoying half a chicken breast covered in cream sauce.",3.5475
3624,"For lunch, I have a piece of TONY'S SMARTPIZZA Whole Grain cheese pizza measuring 4 inches by 6 inches.",38.051
3625,Dinner consists of a thick round steak.,0.0
3626,"A 4-ounce round tip roast of beef, trimmed to zero fat.",0.0
3627,A cup of junior vegetable baby food that includes carrots.,16.128
3628,Consuming a cup of PEDIALYTE to maintain hydration.,6.125
3629,A cube of dry chicken broth soup in my possession.,1.128
3630,I am enjoying a cup of evaporated milk.,25.3008
3631,Dinner consists of a cup of Valenciana style paella featuring meat.,30.6342
3632,A side of CRACKER BARREL steak fries is part of my meal.,61.1226
3633,A grilled porterhouse steak with a trim of 1/8 inch fat.,0.0
3634,"For dinner, I am enjoying a 4-ounce boneless Australian Wagyu rib steak.",0.0
3635,"A portion of raw New Zealand lamb fore-shank, consisting of both meat and fat.",0.1035
3636,"A 12-inch submarine sandwich filled with ham, lettuce, and tomato, served on white bread.",84.3088
3637,"For dinner, I'm enjoying a cup of pork accompanied by a variety of vegetables including carrots and broccoli.",11.1552
3638,"For dinner, I will be enjoying a cooked bone-in center loin chop of pork that has been braised.",0.0
3639,A cup of Hawaiian-style pork accompanied by vegetables for dinner.,17.388
3640,A cup of hot chocolate prepared using dry mix and whole milk.,37.5224
3641,Enjoying a cup of jelly roll cake for dessert.,64.54
3642,A regular burrito packed with beans and cheese.,56.012
3643,Consuming 1 ounce of scrambled eggs made from a frozen blend.,2.12625
3644,A medium egg salad prepared with a light creamy dressing.,1.6116
3645,A thick slice of reduced sodium bacon cooked for breakfast.,0.5760000000000001
3646,A large slice of thick crust pizza served without any cheese.,47.4672
3647,A glass filled with Glug is what I'm enjoying.,1.872
3648,"A cup of canned chickpeas, served without any added fats.",40.41
3649,"Enjoying a beverage of light apple juice that contains 40 to 50 percent juice, served in a 1 fluid ounce portion.",1.581
3650,I am using a tablespoon of light Russian dressing.,4.416
3651,"A cup of navel orange sections, freshly prepared and free of membranes.",19.47
3652,A medium slice of black bread is being consumed for this meal.,11.4
3653,A small raw sweet green pepper is my current snack.,1.392
3654,A 4 ounce jar of Beech-Nut Stage I baby food featuring sweet potato vegetables.,14.916
3655,"Enjoying a sandwich cookie that features additional vanilla filling, similar to a Double Stuff Oreo.",10.23
3656,"For my snack, I am enjoying a medium slice of toasted barley bread.",13.06
3657,"I prepared a small pot of coffee measuring approximately 20 fluid ounces, yielding four servings.",0.0
3658,"Enjoying an ounce of mixed nuts that are oil roasted and salted, without any peanuts.",6.313545
3659,A cubic inch of fontina cheese is my snack.,0.2325
3660,"I consumed a cup of boiled young cowpeas pods with seeds, prepared without salt.",6.65
3661,A cup of boiled pinto beans prepared without any salt.,44.8362
3662,A 1.5-ounce KIT KAT Wafer Bar is my chosen snack.,27.1278
3663,A half-inch thick slice of sweetened canned cranberry sauce is being enjoyed.,23.028
3664,"A boiled potato, skin intact, prepared with butter.",12.27
3665,"A portion of cooked New Zealand lamb shoulder, focusing on the separable lean section.",0.0
3666,I prepared a single ounce of dried chickpeas without any added fat.,19.082
3667,A cup of lima beans from a can.,34.447
3668,Consuming one unblanched dried brazil nut.,0.587
3669,"I possess a chicken, cut in half, retaining only the skin.",0.0
3670,A cup of dark seedless raisins is my snack.,115.014
3671,I combined a scoop of sugar-free Slim Fast nutritional powder with my beverage.,10.3488
3672,"For dinner, one broiled boneless center rib pork chop is being served.",0.0
3673,A cup of reduced sodium pepperoni is my snack.,1.652
3674,"For dinner, I am enjoying a roasted and cooked boneless leg of Australian lamb.",0.0
3675,A jar containing apple and peach juice designed for babies.,13.335
3676,"Consuming 3 ounces of boneless, fat-trimmed grilled outside skirt steak.",0.0
3677,"For dinner, a small fillet of steamed tilapia is being served.",0.0
3678,A coated thin hard pretzel is what I'm enjoying.,4.9049
3679,A 6-ounce jar of Beech-Nut Stage 3 junior beef noodle dinner is being consumed.,12.41
3680,"For lunch, I have a can of mushroom barley soup prepared with water.",28.464
3681,A cup of millet flour is prepared for cooking.,89.3928
3682,I am giving my baby one ounce of junior vegetable baby food that contains carrots.,2.0412
3683,"A cooked and fried chicken neck, with the bone and skin taken off.",0.3894
3684,"A cup of trail mix that includes chocolate chips, salted nuts, and seeds.",65.554
3685,A cup filled with diced Port de Salut cheese is my snack.,0.7524000000000001
3686,"A single beef roll filled with a blend of meat and vegetables, covered in tomato sauce.",8.7234
3687,"A half cup of lemon pudding made from a dry mix, mixed with sugar, egg yolk, and water.",30.734
3688,A tablespoon of light blue cheese dressing is being added to the salad.,2.112
3689,A 12-ounce package of frozen butternut squash that has not yet been prepared.,48.994
3690,Enjoying 8 fluid ounces of sweetened vanilla almond milk.,15.816
3691,Consuming 1 ounce of surimi fish.,1.941975
3692,A cup of freshly cooked Brussels sprouts served without any added fats.,14.415
3693,"For dinner, I am enjoying a can of canned asparagus with no added salt.",10.1928
3694,"For dinner, I am enjoying 3 ounces of broiled boneless pork loin sirloin chops.",0.0
3695,"A single cooked scup fillet, dry-heat prepared.",0.0
3696,A can of Progresso Manhattan clam chowder is prepared for serving.,34.0256
3697,A cup of strained green bean baby food is my meal.,15.096
3698,I am consuming 1 ounce of apple and blueberry fruit baby food that has been strained.,4.62105
3699,Enjoying a snow cone that measures one fluid ounce.,9.78
3700,A single roasted new potato cooked in oil and enjoyed with its skin.,12.042
3701,Enjoying a cup of Boston cream pie cake as a dessert.,30.03
3702,Consuming 1 ounce of ground meat.,0.0
3703,A cup filled with sections of raw pummelo.,18.278
3704,Consuming 3 ounces of lean beef that has been cooked and trimmed to contain no fat.,0.0
3705,"For dessert, I am enjoying 1 ounce of strained Dutch apple baby food.",5.59629
3706,"For my baking, I am using a cake of compressed baker's yeast weighing 0.6 ounces.",3.077
3707,"For my meal, I am enjoying 3 ounces of boneless Australian lamb leg sirloin chops, trimmed to 1/8 inch of fat.",0.0
3708,A cup filled with raw egg whites is my choice.,5.782
3709,I possess 2 ounces of smoked turkey sausage.,2.604
3710,Preparing a boneless eye of round roast with all fat removed.,0.0
3711,A cup of pea soup prepared with milk is what I'm enjoying.,32.2072
3712,"A cup of egg omelet filled with cheese, meat, and dark-green vegetables, prepared without added fat.",2.241
3713,"A cup of boiled red gram pigeon peas, seasoned with a light touch of salt.",39.06
3714,A cup of cooked spaghetti served without any added salt.,46.5986
3715,One floweret of fried cauliflower is part of my meal.,5.475
3716,I prepared a can of minestrone soup with water according to the instructions.,26.956
3717,"A cup of canned chicken, served without broth, is what I'm eating.",1.845
3718,Enjoying a piece of individually wrapped commercial pound cake.,26.2836
3719,I am enjoying a roasted dark meat chicken prepared from one pound of ready-to-cook chicken.,0.0
3720,"For breakfast, I am enjoying three-quarters of a cup of MALT-O-MEAL Blueberry MUFFIN TOPS cereal.",23.973
3721,A half cup of New England clam chowder soup taken from a can.,13.0032
3722,A serving of family-style chili that contains meat and beans from the restaurant.,8.3174
3723,A stick of light butter is being utilized for cooking.,0.0
3724,"For my meal, I am enjoying 3 ounces of heated roasted boneless cured ham.",1.3345
3725,Enjoying a 5 fluid ounce pour of white Riesling wine.,5.5352
3726,"A serving of cherry pie, one-sixth of an 8-inch commercially made pie.",46.566
3727,"For dinner, I am enjoying a microwavable cup of pasta complemented by cream sauce, seafood, and some vegetables.",35.8479
3728,Dinner consists of a cup of chicken curry.,15.528
3729,I am enjoying a single coated gluten-free hard pretzel.,3.0024
3730,A cup of whole milk with 3.25% fat content and enriched with vitamin D.,10.6485
3731,"For breakfast, I am enjoying a small pumpkin pancake.",3.095
3732,Enjoying a piece of fried corn pone.,23.0519
3733,I am getting ready to cook 3 ounces of trimmed flat half beef brisket with 1/8 inch of fat.,0.0
3734,I am enjoying a single piece of NESTLE BUTTERFINGER Crisp candy.,41.07
3735,"For my meal, I enjoyed a slice of brisket.",0.0
3736,"A boneless top round roast, trimmed of excess fat, is prepared for cooking.",0.0
3737,"A 6-ounce package of uncooked turkey bacon, including one slice that is prepared.",0.18522
3738,A small slice of toasted whole wheat French bread is my breakfast.,31.8364
3739,Consuming 1 ounce of strained mixed vegetables baby food.,2.338875
3740,A sizable piece of soy bread is being enjoyed for the meal.,11.746
3741,"A cup of noodles served with beef and assorted vegetables including carrots, broccoli, and dark-green leafy greens, all topped with mushroom sauce.",33.8142
3742,One fluid ounce of apricot nectar served over ice.,4.2253
3743,"A tablespoon of a vegetable oil spread containing 60% fat, unsalted, and enriched with vitamin D.",0.1204
3744,A small slice of toasted whole wheat French bread for a quick snack.,14.0296
3745,A small bag of reduced sodium wheat crackers is my snack choice.,30.87
3746,"A cooked and roasted tip round beef roast, carefully trimmed of excess fat.",0.0
3747,"In my cooking, I am incorporating one tablespoon of garlic powder.",7.05481
3748,A tablespoon of regular sesame seed dressing is being used.,1.29
3749,Enjoying a single artificial blueberry muffin prepared from a dry mix.,24.0095
3750,Enjoying a cubic inch of stuffed pork chop.,1.3294
3751,A jar of oatmeal and fruit baby cereal ready to eat.,20.24
3752,"I have one pound of raw chicken, consisting of both drumsticks and thighs, prepared for cooking.",3.5787
3753,"Enjoying a portion of semisweet chocolate candies weighing 1 ounce, totaling approximately 60 pieces.",18.11565
3754,Enjoying a cup of frozen coffee blended with non-dairy milk.,32.86
3755,"For a snack, I am enjoying a canned purple plum along with its juice.",6.969
3756,"I possess a pound of select raw beef tenderloin steak, which has been trimmed to 1/8 inch of fat.",0.0
3757,Enjoying a cup of white corn grits cooked with water and seasoned lightly with salt.,37.9332
3758,Enjoying 3 ounces of roasted rib beef that has been cooked and trimmed to 1/8 inch fat.,0.0
3759,Dinner includes a cup of chicken coated in teriyaki sauce.,3.9528
3760,"For dinner, I'm enjoying a 3-ounce portion of cooked and grilled choice outside skirt steak.",0.0
3761,"A vegetable omelet made without dark green vegetables or tomatoes, and prepared without added fat.",1.106
3762,A jar of strained fruit baby food containing applesauce and apricots is on the menu.,13.1532
3763,"Preparing a raw boneless Denver Cut chuck steak, trimmed to zero fat.",0.4122
3764,"For dinner, I am enjoying a raw fillet of whitefish.",0.0
3765,"I have 1 ounce of raw choice lamb loin, carefully trimmed to a quarter-inch of fat.",0.0
3766,"A slice of toasted potato bread, excluding the crust.",7.758
3767,Enjoying a single raw pummelo fruit.,58.5858
3768,"I am enjoying a single grilled chicken wing, served plain without sauce.",0.0
3769,"One serving of baked potatoes, including both the flesh and skin, prepared without added salt.",31.302
3770,A cup of meatless chili that includes beans.,20.7207
3771,"A cup of sweet yellow corn from a can, drained and rinsed.",19.53
3772,"For a snack, I'm enjoying a single serving of the original BALANCE bar.",24.365
3773,Incorporated a tablespoon of dried basil leaves into my dish.,1.00275
3774,Enjoying a KLONDIKE Slim-A-Bear Vanilla Sandwich as my dessert.,27.36
3775,"A serving of 3 ounces of boneless braised lamb flap from New Zealand, featuring both lean meat and fat.",0.119
3776,A single raw litchi is my snack.,1.58688
3777,"For a snack, I'm enjoying a single pickled cauliflower floweret.",1.1674
3778,"For dinner, I will be enjoying a cup of NFS ribs.",16.3755
3779,"For lunch, I am enjoying a 6-inch meatball marinara sub on white bread.",54.3609
3780,I am consuming 1 ounce of lean pork chop for my meal.,0.0
3781,"I am enjoying a yellow cake with two layers, prepared from a recipe and without frosting.",433.01
3782,A cup of chocolate milk prepared with syrup and fat-free milk.,32.7856
3783,"For my side dish, I've prepared a cup of cooked Fordhook lima beans that were previously frozen and drained.",32.844
3784,"One canned purple plum soaked in heavy syrup, liquid included.",10.6904
3785,"A serving of New Zealand lamb fore-shank that has been braised and cooked, featuring both meat and fat.",0.0255
3786,Enjoying a slice of American cheese enriched with vitamin D.,1.08562
3787,"Consuming half a can of canned peaches packed in heavy syrup, with both solids and syrup included.",19.5412
3788,"For dinner, I'm enjoying a broiled top sirloin steak made from bison, measuring 1 inch in thickness.",0.0
3789,Enjoying a soft peanut butter cookie as a snack.,8.655
3790,"I am enjoying half a cup of boiled red cabbage, thoroughly drained and unsalted.",5.205
3791,"For dinner, I am having a raw boneless chuck steak that has been trimmed to have no fat.",2.1049
3792,"I ordered a shrimp garden salad from a fast food place, featuring shrimp, lettuce, eggs, tomatoes, carrots, and assorted vegetables, served without dressing.",6.1
3793,Enjoying a slice of bologna that is a blend of chicken and pork.,1.1732
3794,"For dinner, I enjoyed a cup of refried beans accompanied by meat.",30.576
3795,Enjoying 3 ounces of cooked freshwater bass that was prepared using dry heat.,0.0
3796,"For dinner, I am enjoying a cup of stewed chicken that is chopped or diced.",0.0
3797,"For dinner, I will enjoy a serving of steak weighing one ounce.",0.0
3798,I enjoyed a square inch of gluten-free thin crust pizza topped with meat.,1.4222
3799,"Enjoying 8 fluid ounces of a juice blend made from apple, grape, and pear, enriched with ascorbic acid and calcium.",32.4
3800,"For dinner, I will be enjoying half a fillet of cooked yellowtail fish.",0.0
3801,"A cup of blueberry syrup, ideal for drizzling on pancakes.",272.416
3802,"For dinner, I'm enjoying a can of whole grain pasta topped with a tomato sauce and mixed vegetables.",79.6875
3803,A 1 fluid ounce portion of Sunny D fruit juice drink served over ice.,4.092
3804,Enjoying a standard can of multigrain restructured potato chips as a snack.,120.879
3805,Consuming one frozen strawberry that is unsweetened.,0.96778
3806,Consuming 4 ounces of raw bottom round beef roast that has been trimmed to an eighth of an inch of fat.,0.0
3807,A small salami sandwich made with wheat bread and cheese.,14.651
3808,Enjoying a cup of cherry cobbler as my dessert.,95.175
3809,"A cup of red kidney beans, including both solids and liquids.",37.9648
3810,A medium-sized thick crust pizza made with whole wheat and topped with meat.,31.5056
3811,A tablespoon of imitation soybean mayonnaise was mixed into my salad.,2.4
3812,"For breakfast, I am enjoying a plain crepe.",14.313
3813,A cup filled with crushed regular cheese crackers.,42.7824
3814,"For dinner, I am enjoying a large fillet of fried bass.",15.822
3815,Dinner consists of a 3-ounce portion of cooked ostrich leg.,0.0
3816,One tablespoon of Stage 1 Baby Toddler bananas is being given to my baby.,3.201
3817,A small slice of reduced calorie white bread for a snack.,5.759
3818,"A raw choice tenderloin steak, trimmed to have only 1/8 inch of fat.",0.0
3819,I possess one ounce of raw striped mullet fish.,0.0
3820,Enjoying a small cheese muffin as a snack.,7.6275
3821,I am enjoying a cubic inch of bratwurst topped with cheese.,0.441
3822,Using one cup of canola oil in my cooking.,0.0
3823,Enjoying a slice of nut bread.,24.4265
3824,"For dinner, I'm enjoying 1 ounce of raw ostrich top loin.",0.0
3825,"For breakfast, I'm enjoying 1 ounce of cooked scrapple.",3.74
3826,"For breakfast, I'm enjoying a Toaster Strudel made of cinnamon-flavored Danish pastry.",23.638
3827,"For dinner, I am enjoying a bowl of ham and potatoes topped with gravy.",29.4336
3828,"For dinner, I will be enjoying a whole baked or broiled catfish.",0.027
3829,A raw pork heart is being prepared for the evening meal.,3.0058
3830,A container filled with ready-to-eat mashed potatoes.,93.03
3831,"I ordered a large strawberry milkshake, measuring 21 fluid ounces, from a fast food restaurant.",93.366
3832,"A large burrito filled with meat and beans, without cheese.",82.467
3833,"A piece of cooked porterhouse steak sourced from the short loin, with the fat trimmed off.",0.0
3834,There is one cooked green bean.,0.3312
3835,A cup of fruit salad featuring citrus fruits and pudding.,31.941
3836,Enjoying a cup of bread stuffing that includes egg.,30.209
3837,I will be heating one frozen plain pancake made with buttermilk.,15.1
3838,"I possess one pound of broiled choice rib beef, carefully trimmed to 1/8 inch of fat, sourced from the small end ribs 10-12.",0.0
3839,I’m enjoying a trimmed 3-ounce portion of grilled boneless inside skirt steak.,0.0
3840,Enjoying a 14-inch pizza topped with pepperoni and featuring a regular crust from a fast food pizza chain.,286.221
3841,"Serving my toddler a dinner of baby food containing 1 ounce of turkey, rice, and vegetables.",2.12625
3842,I possess a single unroasted pecan.,0.2079
3843,Enjoying a 2.5-ounce slice of pound cake as a snack.,37.275
3844,"For dinner, I am eating 3 ounces of broiled boneless top loin pork chops.",0.0
3845,"I prepared a serving of dry tapioca pudding mix, sufficient to create half a cup.",21.689
3846,Applying one teaspoon of apricot kernel oil.,0.0
3847,"For a snack, I am enjoying a large can of ripe olives.",0.26576
3848,"A large boiled potato, still in its skin, prepared with a bit of oil.",60.21
3849,Consuming a slice of bread made from sprouted wheat.,12.8744
3850,"For my baking, I am utilizing a cup of hydrogenated soybean and palm shortening.",0.0
3851,A cup of frozen strawberries that have not been thawed and are unsweetened.,13.6037
3852,"Consuming canned baby corn that is cooked, low in sodium, and fat-free.",1.192
